FullProfessor15,62,tiena.behlen@aim.com,http://NEYYLTS55x1h7.com,3798637248676912030,6908102980000974103,Tiena Behlen,Marilynne Dunajski,GraduateCourse1,University1,Research130,Dean17,Institute7,University1,University1,Institute15,Organization1,University1,University1
FullProfessor16,47,jean-yves.fu@mail.com,http://CiHISs.com,7500758578606501004,-5434463333272491828,Jean-Yves Fu,Marcelline Csenar,Course17,University1,UndergraduateStudent83,AssistantProfessor18,Department2,University1,University1,ResearchGroup2,Institute18,Institute13,University1
FullProfessor17,16,paulo.beverly@hotmail.com,http://xEAe8zTYdlqCor.com,-6926971267561704213,5873099203651108552,Paulo Beverly,Sayla Nash,Course11,University1,Software15,Dean10,Program14,University1,University1,Program18,ResearchGroup6,AssociateProfessor11,University1
FullProfessor18,59,berger.zaidi@mail.com,http://eqalys70.com,-6020981628548722938,-4959963530462373483,Berger Zaidi,Brita Mostovac,GraduateCourse20,University1,UnofficialPublication2,VisitingProfessor1,ResearchGroup8,University1,University1,Program2,University1,Faculty6,University1
FullProfessor19,26,gint.shumate@netdove.net,http://LvZ2pOdT123.com,-7937027740280489956,17240719714636820,Gint Shumate,Jasmin Paley,GraduateCourse13,University1,Work52,AssociateProfessor8,Program11,University1,University1,Organization1,College41,Manual9,University1
FullProfessor20,64,aeriell.jacobs@hush.com,http://ZiCcD5zy1vq.com,-1421916813416152898,6256260908351563243,Aeriell Jacobs,Eleanore Giblin,Course10,University1,Dean8,AssociateProfessor18,Program13,University1,University1,Institute4,Institute20,JournalArticle192,University1
FullProfessor21,56,stevena.gates@live.com,http://LrNol.com,3961146399495313124,-1217745902250638856,Stevena Gates,Attilio Bridenstine,GraduateCourse22,University1,College81,VisitingProfessor1,Department6,University1,University1,University1,University1,Lecturer46,University1
FullProfessor22,16,tenney.whiteford@aol.com,http://DiVKM.com,-7366582135872552709,1187855031903460581,Tenney Whiteford,Shelly Smelters,GraduateCourse23,University1,Professor20,AssistantProfessor3,ResearchGroup15,University1,University1,Institute1,Program2,College79,University1
FullProfessor23,57,tove.shishakly@live.com,http://PMkkaX6km.com,-4535619867723981943,5538336419852599126,Tove Shishakly,Tammi Clapham,Course28,University1,Dean7,Chair2,Program9,University1,University1,Organization1,Program18,GraduateStudent226,University1
FullProfessor24,31,how-kee.hartland@outlook.com,http://zc8CkD7bRp.com,-8000147994418119064,-8402684744206211669,How-Kee Hartland,Edie Koch,Course30,University1,Department1,Chair5,University1,University1,University1,Institute20,College45,Person12,University1
FullProfessor25,64,emalee.rintoul@live.com,http://Mg5rXx0kO3qgcX.com,8433432733154073605,-7416565771088255955,Emalee Rintoul,Rao Hugel,GraduateCourse18,University1,Work61,FullProfessor9,Program10,University1,University1,Organization1,Organization1,Professor13,University1
